id,kingdom,phylum,class,order,family,genus,scientific_name,taxonomic_authority,infra_rank,infra_name,category,common_name
32205,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,SALACIA,SALACIA MIEGEI,N.HALLÉ,NULL,NULL,VU,NULL
32206,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,CONNARACEAE,HEMANDRADENIA,HEMANDRADENIA CHEVALIERI,STAPF,NULL,NULL,EN,NULL
32207,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PUTRANJIVACEAE,DRYPETES,DRYPETES SINGROBOENSIS,AKÉ ASSI,NULL,NULL,VU,NULL
32208,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,MACARANGA,MACARANGA BEILLEI,PRAIN,NULL,NULL,VU,NULL
32210,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CASSIA,CASSIA AUBREVILLEI,PELLEGR.,NULL,NULL,VU,NULL
32211,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CASSIA,CASSIA FIKIFIKI,AUBRÉV. AND PELLEGR.,NULL,NULL,EN,NULL
32212,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,GILBERTIODENDRON,GILBERTIODENDRON ROBYNSIANUM,AUBRÉV. AND PELLEGR.,NULL,NULL,VU,NULL
32213,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,LOGANIACEAE,STRYCHNOS,STRYCHNOS MILLEPUNCTATA,LEEUWENB.,NULL,NULL,VU,NULL
32214,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,TURRAEA,TURRAEA ADJANOHOUNII,AKÉ ASSI,NULL,NULL,VU,NULL
32215,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TABOUENSIS,AUBREV.,NULL,NULL,VU,NULL
32216,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,RHIZOPHORACEAE,CASSIPOUREA,CASSIPOUREA HIOTOU,AUBRÉV. AND PELLEGR.,NULL,NULL,VU,NULL
32218,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,FAGARA,FAGARA MEZONEUROSPINOSA,AKÉ ASSI,NULL,NULL,EN,NULL
32219,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,TECLEA,TECLEA CARPOPUNCTIFERA,A.CHEV.,NULL,NULL,VU,NULL
32220,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,ZANTHOXYLUM,ZANTHOXYLUM ATCHOUM,(AKÉ ASSI) P.G.WATERMAN,NULL,NULL,VU,NULL
32221,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,ZANTHOXYLUM,ZANTHOXYLUM PSAMMOPHILUM,(AKÉ ASSI) P.G.WATERMAN,NULL,NULL,EN,NULL
32222,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,SYNSEPALUM,SYNSEPALUM AUBREVILLEI,(PELLEGR.) AUBRÉV. AND PELLEGR.,NULL,NULL,VU,NULL
32223,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,SYNSEPALUM,SYNSEPALUM TSOUNKPE,AUBRÉV. AND PELLEGR.,NULL,NULL,EN,NULL
32224,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,LECYTHIDACEAE,RHAPTOPETALUM,RHAPTOPETALUM BEGUEI,MANGENOT,NULL,NULL,LR/LC,NULL
32225,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SIMAROUBACEAE,GYMNOSTEMON,GYMNOSTEMON ZAIZOU,AUBREV. AND PELLEGRIN,NULL,NULL,VU,NULL
32226,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,BYTTNERIA,BYTTNERIA IVORENSIS,HALLÉ,NULL,NULL,EX,NULL
32227,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,COLA,COLA ATTIENSIS,AUBRÉV. AND PELLEGR.,NULL,NULL,EN,NULL
32228,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,COLA,COLA LOROUGNONIS,AKÉ ASSI,NULL,NULL,CR,NULL
32229,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,PREMNA,PREMNA GRANDIFOLIA,A.D.J.MEEUSE,NULL,NULL,VU,NULL
32230,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PAVETTA,PAVETTA LASIOCLADA,(K.KRAUSE) MILDBR. EX BREMEK.,NULL,NULL,VU,NULL
32231,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,GILLETIODENDRON,GILLETIODENDRON GLANDULOSUM,(PORTÈRES) J.LÉONARD,NULL,NULL,VU,KOLOLU
32232,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,LEPLAEA,LEPLAEA THOMPSONII,(SPRAGUE AND HUTCH.) E.J.M.KOENEN AND J.J.DE WILDE,NULL,NULL,VU,BLACK GUAREA
32233,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,LEPLAEA,LEPLAEA CEDRATA,(A.CHEV.) E.J.M.KOENEN AND J.J.DE WILDE,NULL,NULL,VU,SCENTED GUAREA
32234,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,KHAYA,KHAYA IVORENSIS,A.CHEV.,NULL,NULL,VU,AFRICAN MAHOGANY
32235,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,KHAYA,KHAYA ANTHOTHECA,(WELW.) C.DC.,NULL,NULL,VU,EAST AFRICAN MAHOGANY
32236,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,ENTANDROPHRAGMA,ENTANDROPHRAGMA UTILE,(DAWE AND SPRAGUE) SPRAGUE,NULL,NULL,VU,NULL
32237,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PICRODENDRACEAE,ARISTOGEITONIA,ARISTOGEITONIA MONOPHYLLA,AIRY SHAW,NULL,NULL,NT,NULL
32238,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,DICRAEOPETALUM,DICRAEOPETALUM STIPULARE,HARMS,NULL,NULL,VU,NULL
32239,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,DELONIX,DELONIX BACCAL,(CHIOV.) BAKER F.,NULL,NULL,NT,POINCIANA
32240,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,SCLEROCARYA,SCLEROCARYA GILLETTII,KOKWARO,NULL,NULL,EN,NULL
32241,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,UVARIODENDRON,UVARIODENDRON ANISATUM,VERDC.,NULL,NULL,VU,NULL
32242,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,UVARIODENDRON,UVARIODENDRON GORGONIS,VERDC.,NULL,NULL,EN,NULL
32243,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,POLYSCIAS,POLYSCIAS KIKUYUENSIS,SUMMERH.,NULL,NULL,NT,PARASOL TREE
32244,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,CONNARACEAE,ELLIPANTHUS,ELLIPANTHUS HEMANDRADENIOIDES,BRENAN,NULL,NULL,LR/NT,NULL
32245,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,CROTON,CROTON TALAEPOROS,RADCL.-SM.,NULL,NULL,VU,NULL
32247,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ALBIZIA,ALBIZIA TANGANYICENSIS SUBSP. ADAMSONIORUM,BRENAN,SUBSP.,ADAMSONIORUM,VU,NULL
32248,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,BAPHIA,BAPHIA KENIENSIS,BRUMMITT,NULL,NULL,VU,NULL
32249,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,DALBERGIA,DALBERGIA EREMICOLA,POLHILL,NULL,NULL,NT,NULL
32250,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MILLETTIA,MILLETTIA OBLATA SUBSP. TEITENSIS,J.B.GILLETT,SUBSP.,TEITENSIS,VU,NULL
32251,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MEMECYLON,MEMECYLON TEITENSE,WICK.,NULL,NULL,VU,NULL
32252,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PSYCHOTRIA,PSYCHOTRIA CRASSIPETALA,PETIT,NULL,NULL,EN,NULL
32253,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PSYCHOTRIA,PSYCHOTRIA PETITII,VERDC.,NULL,NULL,EN,NULL
32254,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PSYCHOTRIA,PSYCHOTRIA TAITENSIS,VERDC.,NULL,NULL,EN,NULL
32255,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,VEPRIS,VEPRIS FADENII,(KOKWARO) MZIRAY,NULL,NULL,VU,NULL
32257,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,COLA,COLA OCTOLOBOIDES,BRENAN,NULL,NULL,EN,NULL
32258,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MONOPETALANTHUS,MONOPETALANTHUS COMPACTUS,HUTCH. AND DALZ.,NULL,NULL,VU,NULL
32259,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES,CANELLACEAE,WARBURGIA,WARBURGIA ELONGATA,VERDC.,NULL,NULL,CR,NULL
32260,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,ALLANBLACKIA,ALLANBLACKIA ULUGURENSIS,ENGL.,NULL,NULL,VU,NULL
32261,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,GARCINIA,GARCINIA BIFASCICULATA,N. ROBSON,NULL,NULL,CR,NULL
32262,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,GARCINIA,GARCINIA SEMSEII,B. VERDCOURT,NULL,NULL,EN,NULL
32263,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,MAMMEA,MAMMEA USAMBARENSIS,VERDC.,NULL,NULL,EN,NULL
32264,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,BAPHIA,BAPHIA PAULOI,BRUMMITT,NULL,NULL,EN,NULL
32265,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,BAPHIA,BAPHIA PUGUENSIS,BRUMMITT,NULL,NULL,EN,NULL
32266,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,STUHLMANNIA,STUHLMANNIA MOAVI,TAUB.,NULL,NULL,LC,NULL
32267,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ZENKERELLA,ZENKERELLA EGREGIA,J. LÉONARD,NULL,NULL,VU,NULL
32268,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,KOTSCHYA,KOTSCHYA PLATYPHYLLA,(BRENAN) VERDC.,NULL,NULL,VU,NULL
32269,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MILLETTIA,MILLETTIA MICANS,TAUB.,NULL,NULL,EN,NULL
32270,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MILLETTIA,MILLETTIA SEMSEII,J.B.GILLETT,NULL,NULL,VU,NULL
32271,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,MILLETTIA,MILLETTIA SERICANTHA,HARMS,NULL,NULL,DD,NULL
32272,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ERYTHRINA,ERYTHRINA HAERDII,VERDC.,NULL,NULL,VU,NULL
32273,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CYNOMETRA,CYNOMETRA BRACHYRRHACHIS,HARMS,NULL,NULL,VU,NULL
32274,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CYNOMETRA,CYNOMETRA ENGLERI,HARMS,NULL,NULL,EN,NULL
32275,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CYNOMETRA,CYNOMETRA LONGIPEDICELLATA,HARMS,NULL,NULL,CR,NULL
32276,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CYNOMETRA,CYNOMETRA ULUGURENSIS,HARMS,NULL,NULL,CR,NULL
32277,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,HIRTELLA,HIRTELLA ZANZIBARICA SUBSP. MEGACARPA,(R.A.GRAHAM) PRANCE,SUBSP.,MEGACARPA,NT,NULL
32278,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PAVETTA,PAVETTA AXILLIPARA,BREMEK.,NULL,NULL,LC,NULL
32279,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PAVETTA,PAVETTA SPARSIPILA,BREMEK.,NULL,NULL,EN,NULL
32280,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,CAMPTOLEPIS,CAMPTOLEPIS RAMIFLORA,(TAUB.) RADLK.,NULL,NULL,VU,NULL
32281,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SIMAROUBACEAE,PIERREODENDRON,PIERREODENDRON KERSTINGII,(ENGL.) LITTLE,NULL,NULL,VU,NULL
32282,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,DANIELLIA,DANIELLIA OBLONGA,OLIVER,NULL,NULL,VU,NULL
32283,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,MANSONIA,MANSONIA ALTISSIMA VAR. ALTISSIMA,NULL,VAR.,ALTISSIMA,EN,NULL
32284,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,ZANTHOXYLUM,ZANTHOXYLUM INTEGRIFOLIOLUM,(MERR.) MERR.,NULL,NULL,DD,NULL
32285,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,CALOPHYLLUM,CALOPHYLLUM TETRAPTERUM,MIQ.,NULL,NULL,LR/LC,NULL
32287,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,PRUMNOPITYS,PRUMNOPITYS HARMSIANA,(PILG.) DE LAUB.,NULL,NULL,NT,UNCUMANU
32288,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,POLYLEPIS,POLYLEPIS MULTIJUGA,PILG.,NULL,NULL,VU,NULL
32289,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,POLYLEPIS,POLYLEPIS RACEMOSA,RUIZ AND PAV.,NULL,NULL,VU,NULL
32290,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,POLYLEPIS,POLYLEPIS SUBSERICANS,J.F.MACBR.,NULL,NULL,VU,NULL
32291,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,AMBURANA,AMBURANA CEARENSIS,(ALLEMÃO) A.C.SM.,NULL,NULL,EN,UMBURANA DO CHEIRO
32292,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,CEDRELA,CEDRELA ODORATA,L.,NULL,NULL,VU,SPANISH CEDAR
32293,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,SWIETENIA,SWIETENIA MACROPHYLLA,KING,NULL,NULL,VU,BIG LEAF MAHOGANY
32294,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,MACLURA,MACLURA BRASILIENSIS,(MART.) ENDL.,NULL,NULL,LR/LC,NULL
32295,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,ALSTONIA,ALSTONIA SCHOLARIS,(L.) R.BR.,NULL,NULL,LC,WHITE CHEESEWOOD
32296,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,EBENACEAE,DIOSPYROS,DIOSPYROS EBENUM,J.KOENIG EX RETZ.,NULL,NULL,DD,INDIAN EBONY
32298,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,HIRTELLA,HIRTELLA ENNEANDRA,CUATREC.,NULL,NULL,EN,NULL
32299,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,LECYTHIDACEAE,GUSTAVIA,GUSTAVIA SPECIOSA SUBSP. OCCIDENTALIS,(CUATREC.) S.A.MORI,SUBSP.,OCCIDENTALIS,VU,NULL
32300,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,LECYTHIDACEAE,ESCHWEILERA,ESCHWEILERA RIMBACHII,STANDL.,NULL,NULL,VU,ANGUA DE MONO
32301,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,LECYTHIDACEAE,GUSTAVIA,GUSTAVIA PUBESCENS,RUIZ AND PAV. EX O.BERG,NULL,NULL,VU,NULL
32302,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,LECYTHIDACEAE,GUSTAVIA,GUSTAVIA SERRATA,S.A.MORI,NULL,NULL,EN,NULL
32303,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,CARPINUS,CARPINUS PUTOENSIS,W.C.CHENG,NULL,NULL,CR,PUTO HORNBEAM
32304,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,OSTRYA,OSTRYA REHDERIANA,CHUN,NULL,NULL,CR,NULL
32305,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,HOPEA,HOPEA ODORATA,ROXB.,NULL,NULL,VU,NULL
32307,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,SHOREA,SHOREA SIAMENSIS,MIQ.,NULL,NULL,LR/LC,LIGHT RED MERANTI
32308,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,PTEROCARPUS,PTEROCARPUS MACROCARPUS,KURZ,NULL,NULL,EN,BURMA PADAUK
32309,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CHORDOSPARTIUM,CHORDOSPARTIUM MURITAI,PURDIE,NULL,NULL,CR,COASTAL TREE BROOM
32310,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,INTSIA,INTSIA BIJUGA,(COLEBR.) KUNTZE,NULL,NULL,NT,MOLUCCAN IRONWOOD
32311,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,CUPRESSUS,CUPRESSUS CASHMERIANA,ROYLE EX CARRIÈRE,NULL,NULL,NT,BHUTAN CYPRESS
32312,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,GLYPTOSTROBUS,GLYPTOSTROBUS PENSILIS,(STAUNTON EX D.DON) K.KOCH,NULL,NULL,CR,CHINESE SWAMP CYPRESS
32313,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,MANGIFERA,MANGIFERA HIEMALIS,LING,NULL,NULL,DD,NULL
32314,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,NEOBALANOCARPUS,NEOBALANOCARPUS HEIMII,(KING) P.S.ASHTON,NULL,NULL,EN,NULL
32315,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,CAMELLIA,CAMELLIA CHRYSANTHA,(HU) TUYAMA,NULL,NULL,VU,NULL
32316,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PINACEAE,CATHAYA,CATHAYA ARGYROPHYLLA,CHUN AND KUANG,NULL,NULL,VU,NULL
32317,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,METASEQUOIA,METASEQUOIA GLYPTOSTROBOIDES,HU AND W.C.CHENG,NULL,NULL,EN,DAWN REDWOOD
32318,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PINACEAE,ABIES,ABIES BESHANZUENSIS,M.H.WU,NULL,NULL,CR,BAISHAN FIR
32319,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PINACEAE,ABIES,ABIES YUANBAOSHANENSIS,Y.J.LU AND L.K.FU,NULL,NULL,CR,YUANBAOSHAN FIR
32320,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PINACEAE,ABIES,ABIES ZIYUANENSIS,L.K.FU AND S.L.MO,NULL,NULL,EN,ZIYUAN FIR
32321,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,JUGLANDACEAE,CARYA,CARYA SINENSIS,DODE,NULL,NULL,EN,CHINESE HICKORY
32322,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,APTEROSPERMA,APTEROSPERMA OBLATA,HUNG T.CHANG,NULL,NULL,CR,NULL
32324,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,AKANIACEAE,BRETSCHNEIDERA,BRETSCHNEIDERA SINENSIS,HEMSL.,NULL,NULL,EN,NULL
32325,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,BURRETIODENDRON,BURRETIODENDRON ESQUIROLII,(H.LÉV.) REHDER,NULL,NULL,VU,NULL
32326,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,CAMELLIA,CAMELLIA EUPHLEBIA,MERR. EX SEALY,NULL,NULL,EN,NULL
32327,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,CAMELLIA,CAMELLIA GRIJSII,HANCE,NULL,NULL,DD,NULL
32328,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,CAMELLIA,CAMELLIA RETICULATA,LINDLEY,NULL,NULL,DD,NULL
32329,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,CAMELLIA,CAMELLIA INDOCHINENSIS VAR. TUNGHINENSIS,(HUNG T.CHANG) T.L.MING AND W.J.ZHANG,VAR.,TUNGHINENSIS,VU,NULL
32330,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,TAXACEAE,CEPHALOTAXUS,CEPHALOTAXUS LANCEOLATA,K.M.FENG,NULL,NULL,EN,GONGSHAN PLUM YEW
32331,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,TAXACEAE,CEPHALOTAXUS,CEPHALOTAXUS OLIVERI,MAST.,NULL,NULL,VU,OLIVER'S PLUM YEW
32332,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES,CERCIDIPHYLLACEAE,CERCIDIPHYLLUM,CERCIDIPHYLLUM JAPONICUM,SIEB. AND ZUCC.,NULL,NULL,LC,KATSURA TREE
32333,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,CHAMAECYPARIS,CHAMAECYPARIS FORMOSENSIS,MATSUM.,NULL,NULL,EN,TAIWAN CYPRESS
32334,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES,HAMAMELIDACEAE,CHUNIA,CHUNIA BUCKLANDIOIDES,H.T.CHANG,NULL,NULL,VU,NULL
32335,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,CRAIGIA,CRAIGIA YUNNANENSIS,W.W.SM. AND W.E.EVANS,NULL,NULL,EN,NULL
32336,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,CUPRESSUS,CUPRESSUS GIGANTEA,W.C.CHENG AND L.K.FU,NULL,NULL,VU,NULL
32337,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,NYSSACEAE,DAVIDIA,DAVIDIA INVOLUCRATA VAR. VILMORINIANA,(DODE) WANGER,VAR.,VILMORINIANA,VU,NULL
32338,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HUERTEALES,DIPENTODONTACEAE,DIPENTODON,DIPENTODON SINICUS,DUNN,NULL,NULL,LR/LC,NULL
32339,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,NYSSACEAE,DIPLOPANAX,DIPLOPANAX STACHYANTHUS,HAND.-MAZZ.,NULL,NULL,VU,NULL
32340,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,DIPTERONIA,DIPTERONIA DYERIANA,HENRY,NULL,NULL,EN,NULL
32341,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ELAEAGNACEAE,ELAEAGNUS,ELAEAGNUS MOLLIS,DIELS,NULL,NULL,VU,NULL
32342,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ERYTHROPHLEUM,ERYTHROPHLEUM FORDII,OLIV.,NULL,NULL,EN,NULL
32343,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,NESOLUMA,NESOLUMA ST.-JOHNIANUM,H.J.LAM AND B.MEEUSE,NULL,NULL,VU,NULL
32344,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,MYRSINE,MYRSINE HOSAKAE,H. ST. JOHN,NULL,NULL,VU,NULL
